# ChooseHextech 套路数据（社区用户套路 data/userjson + 每英雄 1 条常规兜底）
# 生成：collect/scripts/userjson-merge.mts，2026-08-15
# 格式：英雄  套路名  海克斯推荐  装备推荐  对局技巧  作者  适用版本
英雄	套路名	海克斯推荐	装备推荐	对局技巧	作者	适用版本
贾克斯	战士半肉流	升级：耀光、秘术冲拳、渴血、无尽大杀四方、罪恶快感、邦！、大力、最终形态	鞋子、净蚀、三相之力、水银之靴、焚天、无穷饥渴、自然之力、兰顿之兆	E反击风暴挡平A，跳斩Q进场后二段E晕住目标，再接W蓄力。；三相之力的咒刃配合W重置普攻，打出被动第三下爆发。；R宗师之威加双抗开团，焚天回血让你在人群里持续输出。	社区采集	26.16
兰博	半肉法坦流	术士果汁盒、升级：中娅、炼狱导管、超凡邪恶、渴血、魔法飞弹、沃格勒特的巫师帽、巫师式思考	幽魂面具、兰德里的折磨、法师之靴、裂隙制造者、兰顿之兆、自然之力、千变者贾修、日炎圣盾	裂隙制造者提供吸血与真实伤害，贴脸持续喷Q叠满后爆发输出。；千变者贾修加日炎圣盾让你能站进人堆，E减速后开W进场烤火。；大招R横贯单线封住退路，先手分割战场再集火被减速的前排。	社区采集	26.16
菲奥娜	战士半肉流	秘术冲拳、狂徒豪气、渴血、全凭身法、无尽大杀四方、大力、罪恶快感、急速之追求	复用型药水、提亚马特、贪欲九头蛇、水银之靴、三相之力、千变者贾修、水银弯刀、荆棘之甲	用Q戳弱点触发真实伤害，配合三相之力咒刃强化普攻打爆发。；W心眼刀格挡关键控制，反击晕眩后接E重置普攻快速点破绽。；团战优先给前排挂R无双剑舞，逐个击破破绽持续回血。	社区采集	26.16
希维尔	暴击流	暴击飞弹、升级：无尽之刃、双刀流、双发快射、灵巧、连拨击锤、灵魂虹吸、暴击律动	暴风之剑、育恩塔尔荒野箭、狂战士胫甲、纳沃利烁刃、水银弯刀、玛莫提乌斯之噬、智慧末刃、不朽盾弓	用W弹射清线，弹射暴击能同时压低多个敌人血量。；E法术护盾挡下控制后R开团加速，配合不朽盾弓保命反打。；Q回旋之刃两段命中，等敌人被逼到墙边再出手打满伤害。	社区采集	26.16
斯维因	法术流	术士果汁盒、炼狱导管、超凡邪恶、冰寒、扇巴掌、无限循环往复、贪欲束缚、魔法飞弹	万世催化石、时光之杖、水银之靴、瑞莱的冰晶节杖、千变者贾修、无终恨意、灭世者的死亡之帽、荆棘之甲	E禁锢住后接W鸦眼再Q，命中越多魂屑叠得越快。；瑞莱的冰晶节杖让R持续减速周围敌人，变身进场吸血留人。；无终恨意加千变者贾修让你变身更抗打，先E留人再开R收割。	社区采集	26.16
泽拉斯	法术流	魔法飞弹、老练狙神、尤里卡、巫师式思考、超凡邪恶、狙神飞星、术士果汁盒、炼狱导管	复用型药水、遗失的章节、卢登的回声、法师之靴、影焰、中娅沙漏、女妖面纱、虚空之杖	用W奥术之球中心命中减速，再接E晕眩后蓄力Q爆发。；影焰强化对残血伤害，Q蓄满远距离收割逃跑目标。；R奥术仪式远距离轰炸，躲在中娅或女妖面纱后开大逼走位。	社区采集	26.16
娑娜	法术治疗护盾流	急救用具、咏叹奏鸣、全心为你、仁慈打击、喂呜喂呜、灵魄炸弹、天音爆、信念者的强化	女神之泪、班德尔玻璃镜、月石再生器、明朗之靴、耳语头环、中娅沙漏、灭世者的死亡之帽、振奋盔甲	月石再生器加耳语头环堆治疗，紧跟队友持续刷W回血。；被动和弦打绿色减伤或紫色减速，普攻控住关键敌人。；R狂想曲开团晕眩，中娅沙漏保命后继续给队友加盾。	社区采集	26.16
蕾欧娜	坦克流	坦克引擎、飞身踢、钢化你心、重量级打击手、歌利亚巨人、星界躯体、升级：献祭、吞噬灵魂	巨人腰带、红水晶、心之钢、水银之靴、无终恨意、亡者的板甲、千变者贾修、冰霜之心	E突进接Q晕眩开团，W开启后站前排吸收伤害。；心之钢充能普攻接Q，控制链无缝衔接让对手无法还手。；R日炎耀斑中心晕眩开团，配合亡者的板甲移速切入。	社区采集	26.16
索拉卡	治疗护盾流	急救用具、全心为你、喂呜喂呜、灵魄炸弹、咏叹奏鸣、天音爆、信念者的强化、活力焕发	生命药水、女神之泪、班德尔玻璃镜、月石再生器、明朗之靴、耳语头环、振奋盔甲、炽热香炉	先用Q命中回血再W治疗队友，可减少W消耗更持久。；耳语头环加月石再生器连跳治疗，站位靠后保证生存持续奶人。；E沉默圈放敌方脚下打断技能，R全图救急残血队友。	社区采集	26.16
梅尔	法术流	尤里卡、老练狙神、术士果汁盒、魔法飞弹、超凡邪恶、巫师式思考、无限循环往复、升级：中娅	复用型药水、遗失的章节、卢登的回声、法师之靴、影焰、女妖面纱、虚空之杖、中娅沙漏	用W反弹飞行技能反制敌人，看准对方大招再开。；Q弹幕先铺伤害，E命中禁锢后接Q二段消耗。；R锁定叠满被动的敌人，残血处决完成收割。	社区采集	26.16
普朗克	暴击穿甲流	升级：无尽之刃、双发快射、大法师、升级：收集者、巨人杀手、由暴生急、关键暴击、双生火焰	长剑、复用型药水、耀光、夺萃之镰、明朗之靴、收集者、幽梦之灵、夜之锋刃	夜之锋刃抵挡一次技能，配合幽梦之灵移速进场点桶。；收集者收割残血，火药桶炸后补Q完成处决。；幽梦之灵开主动加速，拉扯走位放桶连爆。	社区采集	26.16
卡特琳娜	攻速特效流	虚幻武器、杀戮时间到了、终极不可阻挡、最终形态、牙仙子、穿针引线、渴血、术士果汁盒	复用型药水、缚炉之斧、海妖杀手、暴食胫甲、破败王者之刃、兰顿之兆、饮血剑、中娅沙漏	海妖杀手第三下很痛，捡匕首后先普攻再放技能触发特效。；破败王者之刃配合E贴脸，先普攻挂减速再追匕首位置。；中娅沙漏骗掉集火，金身结束接刷新技能反打。	社区采集	26.16
悠米	法术治疗护盾流	全心为你、咏叹奏鸣、急救用具、神圣干预、天音爆、灵魄炸弹、信念者的强化、喂呜喂呜	生命药水、女神之泪、班德尔玻璃镜、月石再生器、耳语头环、炽热香炉、莫雷洛秘典、钢铁烈阳之匣	全程附身最肥的队友，月石再生器把治疗连给全队。；抓住空档下车普攻触发被动回蓝，再上车继续奶。；大招留到队友进场时放，配合炽热香炉给全队加速。	社区采集	26.16
拉克丝	法术流	尤里卡、老练狙神、魔法飞弹、巫师式思考、超凡邪恶、大法师、虚幻武器、纯粹主义者 - 术师	复用型药水、遗失的章节、卢登的回声、法师之靴、风暴狂涌、女妖面纱、虚空之杖、星界驱驰	先Q定住再E引爆接R，别把技能裸放打空。；用E铺在兵线前封走位，逼敌人走进Q的命中范围。；站后排丢技能，女妖面纱挡第一次控制后再调整位置。	社区采集	26.16
内瑟斯	战士半肉流	坦克引擎、歌利亚巨人、重量级打击手、渴血、邦！、秘术冲拳、最终形态、升级：耀光	红水晶、耀光、三相之力、水银之靴、焚天、无尽之刃、多米尼克领主的致意、水银弯刀	三相配无尽让Q爆发更高，贴脸A一下接Q循环。；焚天回血让你敢换血，开大后追着AD连续Q。	社区采集	26.16
希瓦娜	半肉双修流	虚幻武器、炽燃利息、术士果汁盒、渴血、重量级打击手、秘术冲拳、升级：耀光、超凡邪恶	红水晶、耀光、黄昏与黎明、水银之靴、焚天、灭世者的死亡之帽、无穷饥渴、无终恨意	双修出装让普攻和E都有伤害，变龙后E先手再接普攻。；无穷饥渴越叠越强，残局时别怂继续贴脸。	社区采集	26.16
塞拉斯	坦克流	神射法师、术士果汁盒、旋转至胜、渴血、全凭身法、牙仙子、尤里卡、超凡邪恶	巨人腰带、红水晶、心之钢、水银之靴、振奋盔甲、亡者的板甲、灭世者的死亡之帽、原生质护带	心之钢叠层靠贴脸，E拉人后A一下再撤退。；振奋盔甲强化W回血，残血反打更划算。	社区采集	26.16
德莱文	暴击流	升级：无尽之刃、暴击飞弹、灵魂虹吸、巨人杀手、亮出你的剑、更万用的瞄准镜、升级：收集者、最万用的瞄准镜	鞋子、生命药水、锯齿短匕、收集者、狂战士胫甲、无尽之刃、水银弯刀、智慧末刃	接住飞斧保持层数，漏斧会丢大量爆发。；收集者加无尽让Q暴击收割残血，盯着斧头落点走位。	社区采集	26.16
劫	穿甲流	牙仙子、穿针引线、杀戮时间到了、全凭身法、大力、虚幻武器、渴血、最终形态	长剑、锯齿短匕、狂妄、明朗之靴、公理圆弧、水银弯刀、死亡之舞、炼金朋克链锯剑	大招挂印记后，把Q和E全打中触发斩杀伤害。；公理圆弧让击杀后大招转得快，顺势连杀。；W影子留作逃生，别把位移全交在进攻上。	社区采集	26.16
奥恩	坦克流	坦克引擎、飞身踢、钢化你心、重量级打击手、星界躯体、歌利亚巨人、升级：献祭、高压锅	巨人腰带、红水晶、心之钢、水银之靴、狂徒铠甲、骑士之誓、千变者贾修、冰霜之心	心之钢贴身叠层，Q减速后贴脸A一下。；大招先手开团，撞到人再接W喷火和E撞墙。；靠被动就地锻造装备，别浪费回城时间。	社区采集	26.16
莫德凯撒	法术流	术士果汁盒、渴血、虚幻武器、炼狱导管、神射法师、超凡邪恶、重量级打击手、高压锅	幽魂面具、裂隙制造者、水银之靴、瑞莱的冰晶节杖、灭世者的死亡之帽、兰顿之兆、千变者贾修、虚空之杖	瑞莱的冰晶节杖让Q减速黏人，E拉回来接Q必中。；大招关住脆皮单挑，裂隙制造者越打越疼。；先用技能叠出被动光环再开大，站撸才强势。	社区采集	26.16
盖伦	战士半肉流	坦克引擎、飞身踢、旋转至胜、钢化你心、歌利亚巨人、重量级打击手、星界躯体、升级：无尽之刃	鞋子、净蚀、挺进破坏者、水银之靴、黑色切割者、无穷饥渴、炼金朋克链锯剑、千变者贾修	挺进破坏者减速留人，接Q沉默和E转圈。；黑切叠满减甲后，转完E再用大招收残血。	社区采集	26.16
克格莫	法术流	更万用的瞄准镜、双刀流、暴击律动、狂热者、灵巧、虚幻武器、双生火焰、最万用的瞄准镜	复用型药水、遗失的章节、残疫、法师之靴、大天使之杖、智慧末刃、女妖面纱、虚空之杖	E 铺路减速后接 Q 减抗，再用大招远程收割残血；残疫灼烧叠伤害，团战前靠大招远程消耗；站位靠后靠技能输出，女妖面纱挡开团控制	社区采集	26.16
婕拉	法术流	魔法飞弹、炼狱导管、冰寒、术士果汁盒、尤里卡、超凡邪恶、无限循环往复、纯粹主义者 - 术师	复用型药水、遗失的章节、黯炎火炬、法师之靴、兰德里的折磨、狂徒铠甲、虚空之杖、蜕生	Q 或 E 命中后立刻丢种子，植物持续触发兰德里与黯炎火炬；E 根系控住再放大招，圈内植物狂暴化打爆发；躲在草里埋种子打消耗，狂徒铠甲回血保命	社区采集	26.16
弗拉基米尔	半肉法坦流	术士果汁盒、纯粹主义者 - 术师、尤里卡、炼狱导管、超凡邪恶、急急小子、无限循环往复、巫师式思考	幽魂面具、裂隙制造者、法师之靴、星界驱驰、自然之力、兰顿之兆、败魔、千变者贾修	半肉站前排开 E 蓄力吸多个目标，靠裂隙制造者回血；千变者贾修叠满抗性后贴脸消耗，团战站得住；败魔加兰顿顶住双抗，血池留着躲关键控制	社区采集	26.16
迦娜	法术治疗护盾流	急救用具、咏叹奏鸣、全心为你、喂呜喂呜、天音爆、灵魄炸弹、信念者的强化、老练狙神	女神之泪、班德尔玻璃镜、月石再生器、明朗之靴、耳语头环、中娅沙漏、影焰、莫雷洛秘典	给前排套 E 护盾触发月石再生器，连带队友一起治疗；大招把突进的敌人吹散，同时给队友持续回血；中娅沙漏保命，莫雷洛秘典给敌方减疗	社区采集	26.16
阿克尚	攻速特效流	暴击飞弹、双发快射、升级：无尽之刃、连拨击锤、双刀流、升级：收集者、更万用的瞄准镜、灵巧	斥候弹弓、剑翎、海妖杀手、狂战士胫甲、破败王者之刃、水银弯刀、千变者贾修、玛莫提乌斯之噬	E 摆动途中不断普攻，快速触发海妖杀手第三下；破败减速黏人，Q 回旋镖穿线叠被动；钩索进场前先看好逃生路线，千变者贾修保命	社区采集	26.16
安蓓萨	穿甲流	狂徒豪气、牙仙子、无尽大杀四方、穿针引线、渴血、大力、扳机炼狱、暗影疾奔	长剑、考尔菲德的战锤、狂妄、水银之靴、星蚀、荆棘之甲、兰顿之兆、千变者贾修	星蚀加荆棘兰顿半肉穿甲，贴脸缠住敌方后排；技能后普攻突进调整站位，及时躲开集火；R 标记残血后二次突进，配合狂妄斩杀	社区采集	26.16
吉格斯	法术流	魔法飞弹、老练狙神、双生火焰、尤里卡、超凡邪恶、炼狱导管、狙神飞星、术士果汁盒	复用型药水、遗失的章节、卢登的回声、法师之靴、影焰、虚空之杖、女妖面纱、中娅沙漏	Q 弹跳炸弹远程消耗，触发卢登的回声溅射；E 铺雷区封路，W 可把突进的敌人炸开保命；影焰配合大招收割低血量目标，站远输出	社区采集	26.16
黑默丁格	法术流	魔法飞弹、炼狱导管、冰寒、术士果汁盒、超凡邪恶、尤里卡、升级：中娅、老练狙神	复用型药水、遗失的章节、黯炎火炬、法师之靴、兰德里的折磨、虚空之杖、女妖面纱、狂徒铠甲	提前架好炮台占住地形，炮台持续触发兰德里与黯炎火炬；E 手雷中心眩晕，接 R 强化 W 火箭打爆发；站炮台旁对拼，残血时靠炮台持续输出	社区采集	26.16
萨科	法术流	暗影疾奔、尤里卡、无限循环往复、魔法飞弹、大法师、超凡邪恶、纯粹主义者 - 术师、急急小子	复用型药水、遗失的章节、卢登的回声、法师之靴、兰德里的折磨、虚空之杖、女妖面纱、莫雷洛秘典	提前在草里埋 W 盒子，恐惧敌人并触发兰德里灼烧；Q 隐身绕后丢 E 飞刀，R 分身爆炸收割；莫雷洛秘典给敌人减疗，压制吸血型前排	社区采集	26.16
